lon,lat
20.1414253,46.2530102
-125.2733353,50.0331226
-86.1349019,40.2671941
-81.2452768,42.9849233
-57.575926,-25.2637399
29.9713427,31.2353047
9.6626339,45.0546112
11.0766654,49.4521018
-90.4643906,38.6887567
0.4690888,51.7343313
-49.4870702,-16.654924
12.453389,41.902916
9.8450766,52.6367036
-93.6319131,42.0307812
7.5353625,45.0057265
-119.018876,35.294977
-70.6504896,-33.4375545
-79.391605,0.0091672
8.6675419,49.6430169
-79.3741834,44.919643
13.0182123,46.403496
-48.5482195,-27.5948698
-99.2215659,18.9242095
9.123962,45.4781236
-96.7969879,32.7766642
34.508523,-8.783195
-79.6109049,-3.6873033
-95.2041135,32.5884735
-78.183406,-1.831239
-79.1879383,-0.2521882
23.0011989,-19.1905321
-82.9987942,39.9611755
-86.01335,39.9567548
-70.599767,-33.5141494
-70.6692655,-33.4488897
-81.2154413,29.5584703
-85.7584557,38.2526647
-95.7739697,36.0420724
-84.5613355,39.3995008
-123.0350963,44.9428975
-69.4454689,45.253783
12.3155151,45.4408474
-78.5084937,45.0467132
15.5446302,41.4621984
-100.9551369,20.473366
-120.3504838,47.4471193
-72.8720844,41.3678757
-116.6256752,32.563609
-110.847022,32.220763
-56.4495924,-25.400442
-1.890401,52.486243
15.8691261,40.2399689
-88.4153847,44.2619309
-99.1495107,19.4356338
-95.2352501,38.9716689
9.1216613,39.2238411
7.6093633,50.3078274
-65.8793288,18.0505201
10.23927,47.69424
-77.042754,-12.0463731
-77.0947092,38.984652
-79.8056661,-3.3259044
-79.6109049,-3.6873033
-66.6140616,18.0110768
-46.6333094,-23.5505199
9.501785,56.26392
-99.1013498,18.6813049
9.950687,55.3477316
12.4963655,41.9027835
-77.0909809,38.8816208
-106.4245478,31.6903638
-73.567256,45.5016889
-77.0368707,38.9071923
-79.8184684,-3.2368706
-73.9712488,40.7830603
-99.1495107,19.4356338
-2.539603,42.2870733
-79.9668308,-3.4593888
12.8856556,49.0800394
-107.3940117,24.8090649
-72.8804506,41.7068321
-101.6859605,21.1250077
-72.3691987,-37.470453
-94.7335709,38.9536174
-80.799583,35.203767
6.9602786,50.937531
-87.6806932,41.9429811
-92.9475061,17.989456
-72.3007623,-46.378345
-51.2176584,-30.0346471
-122.1107711,37.6339611
-2.9605206,58.9809401
-105.1273817,39.9193013
-74.8624092,40.2302142
4.4024643,51.2194475
-106.2800242,43.4113604
-102.4107493,34.2331373
13.41477,48.55653
-87.0611412,41.4730948
7.6261347,51.9606649
-70.1356692,-20.2307033
-80.9450759,35.0073697
-87.9703461,42.0039178
10.2118019,45.5415526
-98.2062727,19.0414398
12.5801539,48.8777333
-93.2401366,44.9663002
-74.2179326,43.2994285
-98.7623874,20.0910963
-72.0047731,-34.3867245
-108.2427502,36.7562059
-121.7943044,37.2674211
20.2038559,47.8057617
2.40963,48.894533
-72.5857979,-38.7402113
-89.3985283,40.6331249
-77.0362378,-12.0271206
-77.0077636,-12.1876499
0.9707801,52.1872472
-71.6484804,-35.4232444
12.3155151,45.4408474
-94.4191177,39.2461138
-65.8203943,18.1551337
-77.285787,1.2058837
-110.968881,32.2168967
-36.6639577,-9.755588
-79.3890833,43.6740965
-71.542969,-35.675147
2.3435019,48.9146797
10.7522454,59.9138688
-1.1743197,52.3555177
-71.6126885,-33.047238
-72.3007623,-46.378345
-77.042754,-12.0463731
13.3863992,45.6817741
11.8791853,54.7651204
-117.935274,34.033879
32.5825197,0.3475964
-79.0219413,-2.8998316
-72.4966896,7.8890971
-80.1917902,25.7616798
-73.96785,40.757627
-74.4056612,40.0583238
-79.9703547,-1.8636132
-73.1149469,-40.5761897
-74.6329363,40.5695474
9.576148,39.260999
-108.9917304,25.7904061
-1.154471,51.5759029
-78.8783689,42.8864468
-82.7994194,42.6960659
-80.2225448,-3.4763823
-70.3321587,-27.3665763
8.6221612,45.44693
-84.9877094,32.4609764
-71.2166838,-33.6861588
-79.5940544,-2.1387682
-68.99002,12.16957
-99.98301,21.9243508
-71.5897584,-33.0628405
-80.3047846,40.6953437
-86.702419,36.122074
-57.575926,-25.2637399
-0.4793583,51.8066955
-70.6415277,-33.4791771
11.1119574,50.1112251
7.354919,47.603262
-70.7008631,19.4675855
12.3155151,45.4408474
-89.9839935,38.5200504
37.2634146,-1.5176837
2.3522219,48.856614
-73.2452103,-39.8195857
7.0192196,51.0459248
-86.8685313,12.460048
-69.7863,-20.2595
72.9316612,19.11788
-71.17778,43.227021
-122.9602621,48.6118035
-74.072092,4.7109886
16.9230944,39.1006118
140.4467935,36.3418112
7.6853114,51.5426349
-54.6753231,-25.5085286
11.2486208,43.7710513
112.2384017,-7.5360639
22.937506,-30.559482
-98.2062727,19.0414398
8.3512342,49.5431853
9.9936819,53.5510846
-71.6981538,-33.398596
34.4877423,0.3332218
36.7442377,-1.3938636
115.188916,-8.4095178
-49.2649341,-25.4455168
-77.5275463,43.0789942
8.8016936,53.0792962
144.9630576,-37.8136276
9.0924903,55.3307714
-102.3463875,34.4985047
11.875492,54.765422
11.6276237,52.1205333
8.8250576,45.8205989
3.3792057,6.5243793
-95.3698028,29.7604267
-77.0368707,38.9071923
55.2707828,25.2048493
8.2397608,50.0782184
-84.2242641,33.9731318
-100.3161126,25.6866142
-0.1411087,51.5132459
-97.7013657,30.3058236
4.6860272,52.4128782
138.569097,37.358571
12.0380948,49.5554229
13.6986639,42.6611431
120.6314948,17.5881847
14.9388853,37.6125984
21.824312,39.074208
9.6929845,45.0526206
139.8828072,36.5551124
-79.0058965,-2.9001285
11.0131217,44.4835861
9.6961167,54.2193672
-38.466995,-12.8998002
110.6883536,-7.4317773
9.501785,56.26392
-3.7037902,40.4167754
11.089188,55.686429
110.3249238,-7.8341286
-1.890401,52.486243
12.5542484,55.6991166
106.8650395,-6.17511
2.1734035,41.3850639
36.8219462,-1.2920659
36.8219462,-1.2920659
-93.3708567,37.2191474
8.6952638,50.0522076
-1.61778,54.978252
-106.4111425,23.2494148
10.5886294,55.8146665
106.8650395,-6.17511
11.3307574,43.318809
6.129583,49.815273
139.7799956,35.712607
36.5763184,-0.6063765
16.2838207,41.3196635
-73.8464283,40.7206746
107.8050772,-6.4952673
111.0091855,-7.43027
-97.342782,31.0982344
12.3155151,45.4408474
106.6527099,-6.2023936
9.3591446,45.6499002
-94.3043974,39.0288675
-86.1349019,40.2671941
7.0115552,51.4556432
8.8633326,44.8952122
-108.985882,25.7904657
-77.0428891,38.9054805
12.5683372,55.6760968
-100.3413835,25.7044798
9.1624376,50.6520515
-1.559405,47.207121
144.9630576,-37.8136276
110.3694896,-7.7955798
106.8650395,-6.17511
-149.4936733,64.2008413
115.66283,-2.2179704
10.451526,51.165691
-95.712891,37.09024
-87.6707659,41.8030915
-79.0566596,35.9131668
-85.6023643,44.3148443
-2.000846,43.298895
-81.4498717,37.2232316
-108.985882,25.7904657
-3.7037902,40.4167754
-111.0937311,39.3209801
139.0364126,37.9161924
-86.1089301,42.7875235
-71.5500276,-33.0153481
-106.4111425,23.2494148
-94.6707917,38.9822282
-89.9106632,39.7253276
-122.2913078,37.8271784
-107.3940117,24.8090649
-99.9961947,25.592172
-88.0603806,44.4488805
139.6380256,35.4437078
-80.7529731,-1.8268465
-113.4909267,53.544389
135.6172716,34.8461585
-80.1448023,40.7866883
-99.3267702,38.8791783
-87.6297982,41.8781136
-107.3940117,24.8090649
134.6734778,34.8530808
-96.5272313,40.9172208
-122.3320708,47.6062095
129.606013,44.576196
-111.7652451,34.7754926
-98.2831973,26.0802032
8.227512,46.818188
-93.3708567,37.2191474
-70.6692655,-33.4488897
-70.7444128,-33.4403407
-105.7761522,22.8337871
-76.078042,39.254088
-122.3447964,47.6147023
-118.308526,34.0745498
-70.3125988,-18.4782534
-98.2374954,19.318154
-96.7132304,17.0542297
-122.2055884,47.76095
-109.9918297,40.2984215
-117.9389964,33.8080266
-106.2746012,27.0540443
-108.07765,25.4586777
-85.6206317,44.7630567
137.3914662,34.7691995
-87.6297982,41.8781136
-105.937799,35.6869752
-80.094621,32.603865
11.2558136,43.7695604
-123.2620435,44.5645659
-107.4795173,25.1721091
106.71514,10.814769
-80.1448023,40.7866883
-73.9992966,40.7453369
110.7850791,-7.5589642
-108.985882,25.7904657
-85.2584004,45.3180632
-118.2013213,34.0616357
-108.985882,25.7904657
-85.5872286,42.2917069
-108.4673051,25.5666987
-116.3946062,43.5781541
10.3105674,43.548473
-72.5795115,42.4663727
-77.2013705,39.1434406
-95.3698028,29.7604267
-79.0058965,-2.9001285
-96.4003069,42.4999942
6.6322734,46.5196535
-106.4245478,31.6903638
-122.272747,37.8715926
-119.5184564,34.3988838
-0.3762881,39.4699075
-66.166,18.1119051
-121.947311,36.8007413
-122.4194155,37.7749295
-100.9855409,22.1564699
11.895656,45.407095
7.0982068,50.73743
-90.1813129,32.2820453
-79.0067508,-2.8963065
-99.133208,19.4326077
-76.2080869,36.8144498
12.56738,41.87194
-114.3224548,34.483901
-8.6446202,42.4298846
-88.7589488,35.9197885
11.3426162,44.494887
12.2464292,44.1396438
-93.847189,44.9635738
-114.0530065,35.189443
-79.2317521,43.7764258
-79.8711024,43.2557206
6.9602786,50.937531
-98.2374954,19.318154
-123.4307413,48.118146
13.1855702,41.6031895
-70.6692655,-33.4488897
12.8586741,40.9357929
10.1927389,42.7781867
-0.137163,50.82253
115.8604572,-31.9505269
-81.6911559,27.8617347
10.5267696,52.2688736
-102.8687414,23.1777586
-66.1110682,18.3615548
13.1033646,46.2259177
-111.3080244,45.2617806
-77.4360481,37.5407246
-84.264492,33.556215
-122.4457696,47.2563569
7.6615938,51.4332367
-93.2650108,44.977753
-102.5832426,22.7708555
-97.1330683,33.2148412
-8.6291053,41.1579438
-86.8026611,33.4940089
45.079162,23.885942
-81.8661442,28.0582985
-79.9223592,-2.1709979
-71.6639224,-35.4252666
-123.3656444,48.4284207
9.8450766,52.6367036
-108.07765,25.4586777
-121.2880059,38.7521235
14.4603206,40.8984445
12.2430437,45.6668893
-104.6188943,50.4452112
-118.3173209,34.0954806
-117.4260465,47.6587802
18.0004304,40.2896113
-73.5107131,45.5369442
-76.5319854,3.4516467
-3.651495,50.792592
9.4730519,55.495973
4.469936,50.503887
-118.2000277,34.2068182
13.3612671,38.1156879
-74.0059728,40.7127753
-97.3393788,38.0320628
-70.3125988,-18.4782534
-110.847022,32.220763
-80.2269902,43.524189
-70.8781837,-33.6060255
0.499552,43.741616
-100.3898876,20.5888184
-66.4758583,18.433005
72.5713621,23.022505
18.643501,60.128161
54.3773438,24.453884
-119.1770516,34.1975048
79.9438624,12.9667498
-109.9923906,40.3019071
-94.1023906,43.6375818
72.8776559,19.0759837
-1.1581086,52.9547832
-118.3286614,34.0928092
-88.9502156,34.7398322
-0.141419,51.497411
2.6370411,48.8499198
17.9410646,40.6459707
-0.419084,44.760362
-63.616672,-38.416097
-95.857444,36.118537
-101.1949825,19.7059504
-79.0377388,43.0962143
-122.3320708,47.6062095
-97.861099,22.2331041
7.0115552,51.4556432
-118.7986152,55.1699396
-93.2009998,44.9374831
-87.909007,42.9898263
-103.3496092,20.6596988
-79.3078787,45.0389565
-109.9465144,27.5139129
-1.5333233,47.2069211
-87.8211854,42.5847425
-73.087749,41.6032207
-71.6484804,-35.4232444
0.407962,52.24488
11.5354214,45.5454787
4.4970097,52.1601144
-80.2481666,43.5448048
7.716918,45.1797783
-117.8265049,33.6845673
-103.3496092,20.6596988
8.9410106,45.5056869
120.9924079,14.5243207
28.2037114,-25.7372259
-79.0558445,35.9131996
-72.6506488,41.5623209
12.4963655,41.9027835
-99.2001,19.3404
-77.0445711,38.9054349
-78.1146866,-2.3051062
-70.6692655,-33.4488897
-66.035249,18.2387995
-71.9273024,43.2509279
-80.1448023,40.7866883
-79.3831843,43.653226
-105.2253316,20.653407
-77.7266088,0.6305477
-57.575926,-25.2637399
-73.8648268,40.8447819
-100.9855409,22.1564699
-2.12882,52.586973
-70.5573124,-33.3989812
-70.6504896,-33.4375545
-91.3929348,44.9369054
-70.3975022,-23.6509279
-1.9108802,52.4857957
-100.3898876,20.5888184
-99.1411154,23.7369164
-118.4109089,33.8847361
12.989615,41.6552418
-73.993516,40.7195084
-86.2353388,41.7055716
-79.9223592,-2.1709979
-79.74961,43.246048
-70.7908059,-33.7830822
-81.378447,40.7989473
139.8828072,36.5551124
-80.765361,35.2775488
36.6829927,-3.3869254
-149.0729714,62.4113634
106.227305,29.592024
12.5232203,41.8828053
-79.4196783,44.6082465
-83.5854997,42.0706631
4.768323,51.5719149
-72.331113,-40.2310217
4.3517103,50.8503396
-6.2603097,53.3498053
19.040235,47.497912
-74.511172,40.3025907
15.439504,47.070714
11.5819805,48.1351253
12.6197253,41.4495955
-78.4678382,-0.1806532
-71.1002881,-34.0264691
8.2597728,50.0043663
-70.5312022,-33.3848717
-79.6903316,44.3893556
120.6199895,16.0832144
-80.1122801,43.9026366
-2.466115,56.706922
23.7275388,37.9838096
8.967322,56.138557
-88.89653,13.794185
133.775136,-25.274398
-3.999461,50.7772135
-73.7738499,-42.6232593
-71.5500276,-33.0153481
1.419597,50.04887
9.3501336,48.6616037
14.968707,51.1506269
116.4073963,39.9041999
1.108394,52.376491
14.6701781,51.0962292
4.4777326,51.9244201
72.8776559,19.0759837
45,53.2272903
-71.5723953,43.1938516
-72.1023351,-36.6062618
-74.2110227,11.2403547
11.2888015,46.7340955
-71.4408752,-33.0482707
-72.5129639,-39.5400605
100.6196553,34.047863
12.3730747,51.3396955
-1.9927105,51.3491996
121.4867114,25.0614534
-70.7053369,-33.5776482
-119.2109947,40.7970945
-0.7532809,43.3269942
17.2470303,40.4643606
77.5945627,12.9715987
0.38498,52.31187
115.7718728,-31.8226165
19.5687103,-24.3570767
-0.1101902,51.5307595
133.775136,-25.274398
-71.0557607,42.3577963
11.4923894,45.6322628
9.0851765,45.8080597
-71.0833898,42.3627038
-89.8061283,46.1014308
