"","lon","lat"
"1751",16.3463791,39.3087714
"1753",-72.1257606,45.2773501
"1756",-79.560562,45.03676
"1757",8.459405,55.476466
"1759",-83.9439397,33.6178706
"1760",11.0766654,49.4521018
"1761",13.404954,52.5200066
"1762",12.4963655,41.9027835
"1766",11.8767611,45.4064349
"1774",101.6704523,3.1132444
"1775",-96.927079,35.368536
"1778",-87.9055738,43.0508937
"1779",-102.5832426,22.7708555
"1780",-121.9808531,37.228331
"1785",121.774017,12.879721
"1787",101.975766,4.210484
"1791",-102.5832426,22.7708555
"1792",139.5932055,35.9773805
"1795",72.8375707,18.9720512
"1796",135.1830706,34.6912688
"1801",-95.666192,29.649739
"1802",-72.8305154,41.8096201
"1803",-80.3997748,26.1003654
"1804",-92.5249756,41.58551
"1805",-83.8888647,43.5944677
"1806",108.9788818,34.2889919
"1809",143.8502556,-37.5621587
"1811",-71.2399037,-33.1065458
"1812",-83.5023135,41.6887706
"1814",8.6724335,49.3987524
"1815",-94.5785667,39.0997265
"1821",-87.0470078,41.4860046
"1825",-95.3698028,29.7604267
"1829",-81.4889179,28.455502
"1832",-75.413397,40.086171
"1834",-121.1196582,46.6206986
"1835",-81.655651,30.3321838
"1842",-99.2037508,19.5094012
"1843",-97.3242332,37.750381
"1846",-104.8202462,41.1399814
"1847",-119.6981901,34.4208305
"1851",24.9383791,60.1698557
"1853",15.0830304,37.5078772
"1855",-100.9855409,22.1564699
"1859",-73.247491,-39.8129838
"1861",-75.6691652,45.319212
"1865",-74.5402506,40.2677539
"1869",-102.5832426,22.7708555
"1870",-94.1800384,30.7918476
"1874",-77.297508,18.109581
"1876",-87.663045,41.8810644
"1879",-79.9471253,32.7843404
"1880",11.8767611,45.4064349
"1883",-123.1207375,49.2827291
"1885",83.9310623,28.5983159
"1886",-119.0376023,34.2163937
"1892",-73.1409429,40.9256538
"1893",-79.2331085,45.3356885
"1895",-96.1342241,19.173773
"1900",-78.6950804,35.8143669
"1901",-95.7983076,35.9741965
"1902",-80.1494901,26.0112014
"1903",-76.6121893,39.2903848
"1904",-118.3430208,46.0645809
"1905",-46.6333094,-23.5505199
"1906",-80.2621852,40.615537
"1908",-8.4863157,51.8968917
"1911",-98.7591311,20.1010608
"1912",-101.1949825,19.7059504
"1915",-81.455364,42.8024637
"1916",-84.4159527,33.5969248
"1918",-100.9855409,22.1564699
"1919",-76.4921829,38.9784453
"1923",-104.8697878,38.8784456
"1924",-101.7068294,19.5665192
"1926",-122.0838511,37.3860517
"1928",-71.0994968,42.3875968
"1929",11.8796336,43.4632839
"1933",3.4127817,51.1389261
"1935",-72.3612251,-37.4629159
"1937",-72.6737875,-37.5059062
"1944",-89.4012302,43.0730517
"1945",-0.6016021,51.8032442
"1947",-85.5800022,42.2011538
"1948",15.04804,37.472075
"1949",-8.1338558,42.5750554
"1950",-78.2647004,0.3071217
"1951",-77.285787,1.2058837
"1952",-95.9145568,41.1543623
"1954",29.0609636,40.1885281
"1955",12.1420298,43.2472265
"1956",-90.5776367,41.5236437
"1958",-72.0995209,41.3556539
"1959",-89.2199264,37.7093735
"1960",-73.9807922,40.6394284
"1961",-113.7746723,50.3463355
"1962",-110.9559192,29.0729673
"1964",-1.248519,51.757129
"1965",-122.801094,49.1044302
"1967",-83.6499321,41.04422
"1968",-100.0170787,37.7527982
"1970",15.8056041,40.6404067
"1971",11.2186396,44.5967607
"1972",-71.463284,42.9963655
"1976",-123.133569,49.1665898
"1978",-72.6655757,41.6572525
"1979",-123.0943686,48.0785843
"1980",10.0181593,53.4939965
"1981",7.6261347,51.9606649
"1984",-111.8568586,31.8500823
"1985",-123.3873877,44.6281686
"1987",-81.609844,41.127833
"1990",-94.4636025,39.0104563
"1991",2.3112488,48.8403734
"1992",-101.6859605,21.1250077
"1993",-77.0469214,38.8048355
"1994",123.8854366,10.3156992
"1996",-73.9973608,41.9270367
"1997",-94.9271868,38.8108408
"1999",19.8335496,45.2671352
"2001",-87.8411818,42.325578
"2004",-81.7981908,41.4819932
"2012",-99.0816784,40.6993303
"2014",-66.0387235,18.2138036
